support,pertinence,implications,type,robustesse
0.05555555555555555,0,	programming language:php ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	programming language:php ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	programming language:php ->! latest stable release:12.04.03,mutex,
0.05555555555555555,0,	programming language:php ->! latest stable release:1.4,mutex,
0.05555555555555555,0,	programming language:php ->! latest stable release:1.0.1,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:7.0,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:5.0.0,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:4.07.10,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:2.3.24,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:12.04.03,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:1.4,mutex,
0.05555555555555555,0,	programming language:perl ->! latest stable release:1.0.1,mutex,
0.05555555555555555,0,	programming language:perl ->! first public release date:2008,mutex,
0.05555555555555555,2,	programming language:perl ->! database:innodb,mutex,
0.05555555555555555,1,	programming language:objective-c ->! stable release date:[2013-2015],mutex,
0.05555555555555555,1,	programming language:objective-c ->! stable release date:[2008-2010],mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:7.0,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:5.0.0,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:4.07.10,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:3.0,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:2.3.24,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:12.04.03,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:1.4,mutex,
0.05555555555555555,0,	programming language:objective-c ->! latest stable release:1.0.1,mutex,
0.05555555555555555,1,	programming language:objective-c ->! first public release date:[2000-2008],mutex,
0.05555555555555555,1,	programming language:objective-c ->! first public release date:[1982-1998],mutex,
0.05555555555555555,1,	programming language:objective-c ->! first public release date:*,mutex,
0.05555555555555555,2,	programming language:objective-c ->! development status:*,mutex,
0.05555555555555555,2,	programming language:objective-c ->! database:xml,mutex,
0.05555555555555555,2,	programming language:objective-c ->! database:postgresql,mutex,
0.05555555555555555,2,	programming language:objective-c ->! database:mysql,mutex,
0.05555555555555555,2,	programming language:objective-c ->! database:ms sql,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:7.0,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:4.07.10,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:2.3.24,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:1.4,mutex,
0.05555555555555555,0,	programming language:java ->! latest stable release:1.0.1,mutex,
0.05555555555555555,2,	programming language:java ->! database:innodb,mutex,
0.05555555555555555,2,	programming language:java ->! database:advance server,mutex,
0.05555555555555555,1,	programming language:j2ee ->! stable release date:2009,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:7.0,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:5.0.0,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:4.07.10,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:3.0.2,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:2.3.24,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:12.04.03,mutex,
0.05555555555555555,0,	programming language:j2ee ->! latest stable release:1.4,mutex,
0.05555555555555555,1,	programming language:j2ee ->! first public release date:2008,mutex,
0.05555555555555555,1,	programming language:freemarker ->! stable release date:[2008-2013],mutex,
0.05555555555555555,1,	programming language:eclipse rcp ->! stable release date:[2012-2015],mutex,
0.05555555555555555,1,	programming language:eclipse rcp ->! stable release date:[2008-2009],mutex,
0.05555555555555555,0,	programming language:eclipse rcp ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	programming language:eclipse rcp ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	programming language:eclipse rcp ->! latest stable release:3.0,mutex,
0.05555555555555555,1,	programming language:eclipse rcp ->! first public release date:[1982-2008],mutex,
0.05555555555555555,2,	programming language:eclipse rcp ->! development status:5 - production / stable,mutex,
0.05555555555555555,2,	programming language:eclipse rcp ->! database:postgresql,mutex,
0.05555555555555555,0,	programming language:c++ ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	programming language:c++ ->! latest stable release:5.0.0,mutex,
0.05555555555555555,0,	programming language:c++ ->! latest stable release:2.6.6,mutex,
0.05555555555555555,1,	programming language:c++ ->! first public release date:1982,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:7.0,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:4.07.10,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:2.3.24,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:12.04.03,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:1.4,mutex,
0.05555555555555555,0,	programming language:c ->! latest stable release:1.0.1,mutex,
0.05555555555555555,1,	programming language:c ->! first public release date:1985,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! stable release date:[2013-2015],mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! stable release date:[2008-2010],mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! database:oracle,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:7.0 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! stable release date:[2013-2015],mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! stable release date:[2008-2010],mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! database:postgresql,mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:6.1 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:5.0.2 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,0,	latest stable release:5.0.2 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:5.0.2 ->! database:postgresql,mutex,
0.05555555555555555,0,	latest stable release:5.0.2 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:5.0.2 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:5.0.2 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! stable release date:[2010-2015],mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! stable release date:2008,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! database:oracle,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:5.0.0 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:4.7.2 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,0,	latest stable release:4.7.2 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:4.7.2 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:4.7.2 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:4.7.2 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! stable release date:[2013-2015],mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! stable release date:[2008-2010],mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! database:postgresql,mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:4.07.10 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! stable release date:[2012-2015],mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! stable release date:[2008-2009],mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:3.6 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! stable release date:[2009-2015],mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! database:derby,mutex,
0.05555555555555555,0,	latest stable release:3.2 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:3.0.2 ->! stable release date:[2013-2015],mutex,
0.05555555555555555,0,	latest stable release:3.0.2 ->! development status:5 - production / stable,mutex,
0.05555555555555555,0,	latest stable release:3.0.2 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:3.0.2 ->! database:oracle,mutex,
0.05555555555555555,0,	latest stable release:3.0.2 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:2.6.6 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,0,	latest stable release:2.6.6 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:2.6.6 ->! database:oracle,mutex,
0.05555555555555555,0,	latest stable release:2.6.6 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:2.6.6 ->! database:innodb,mutex,
0.05555555555555555,0,	latest stable release:2.6.6 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! database:postgresql,mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! database:innodb,mutex,
0.05555555555555555,0,	latest stable release:2.3.24 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:2.28.1 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,0,	latest stable release:2.28.1 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:2.28.1 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:2.28.1 ->! database:postgresql,mutex,
0.05555555555555555,0,	latest stable release:2.28.1 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:2.28.1 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! stable release date:[2008-2013],mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! stable release date:2015,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! database:innodb,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! database:advance server,mutex,
0.05555555555555555,0,	latest stable release:12.04.03 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:1.4.11 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! stable release date:[2009-2015],mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! development status:*,mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! database:sqlite,mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! database:oracle,mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! database:ms sql,mutex,
0.05555555555555555,0,	latest stable release:1.4 ->! database:*,mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! stable release date:[2012-2015],mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! stable release date:[2008-2009],mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! development status:5 - production / stable,mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! database:xml,mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! database:postgresql,mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! database:mysql,mutex,
0.05555555555555555,0,	latest stable release:1.0.1 ->! database:*,mutex,
0.05555555555555555,0,	first public release date:[2006-2008] ->! latest stable release:4.07.10,mutex,
0.05555555555555555,1,	first public release date:[2006-2008] ->! database:innodb,mutex,
0.05555555555555555,0,	first public release date:[2003-2008] ->! latest stable release:1.4,mutex,
0.05555555555555555,0,	first public release date:[2002-2008] ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	first public release date:[2001-2008] ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	first public release date:[2000-2008] ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	first public release date:[2000-2008] ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	first public release date:[1999-2008] ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	first public release date:[1998-2008] ->! latest stable release:2.28.1,mutex,
0.05555555555555555,1,	first public release date:[1985-2008] ->! stable release date:2009,mutex,
0.05555555555555555,0,	first public release date:[1985-2008] ->! latest stable release:5.0.0,mutex,
0.05555555555555555,1,	first public release date:[1982-2008] ->! stable release date:2014,mutex,
0.05555555555555555,0,	first public release date:[1982-2008] ->! latest stable release:7.0,mutex,
0.05555555555555555,0,	first public release date:[1982-2008] ->! latest stable release:3.0.2,mutex,
0.05555555555555555,0,	first public release date:[1982-2008] ->! latest stable release:2.3.24,mutex,
0.05555555555555555,0,	first public release date:[1982-2008] ->! latest stable release:12.04.03,mutex,
0.05555555555555555,0,	first public release date:[1982-2008] ->! latest stable release:1.0.1,mutex,
0.05555555555555555,0,	first public release date:[1982-2003] ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	first public release date:[1982-2003] ->! latest stable release:1.4.11,mutex,
0.05555555555555555,0,	first public release date:[1982-2002] ->! latest stable release:4.07.10,mutex,
0.05555555555555555,1,	first public release date:[1982-2002] ->! database:innodb,mutex,
0.05555555555555555,0,	first public release date:[1982-2000] ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	first public release date:[1982-1999] ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	first public release date:[1982-1998] ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	first public release date:[1982-1998] ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	first public release date:[1982-1985] ->! latest stable release:5.0.2,mutex,
0.05555555555555555,1,	first public release date:2008 ->! stable release date:[2014-2015],mutex,
0.05555555555555555,1,	first public release date:2008 ->! stable release date:[2008-2012],mutex,
0.05555555555555555,0,	first public release date:2008 ->! latest stable release:3.6,mutex,
0.05555555555555555,1,	first public release date:2008 ->! database:oracle,mutex,
0.05555555555555555,1,	first public release date:2003 ->! stable release date:[2008-2010],mutex,
0.05555555555555555,1,	first public release date:2003 ->! database:postgresql,mutex,
0.05555555555555555,1,	first public release date:2000 ->! stable release date:[2008-2014],mutex,
0.05555555555555555,1,	first public release date:1998 ->! database:*,mutex,
0.05555555555555555,1,	first public release date:1982 ->! stable release date:[2010-2015],mutex,
0.05555555555555555,0,	first public release date:1982 ->! latest stable release:2.28.1,mutex,
0.05555555555555555,1,	first public release date:1982 ->! database:*,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:6.1,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:5.0.2,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:5.0.0,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:4.7.2,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:4.07.10,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:3.6,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:3.2,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:2.6.6,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:2.28.1,mutex,
0.05555555555555555,0,	first public release date:* ->! latest stable release:1.4,mutex,
0.05555555555555555,1,	first public release date:* ->! database:innodb,mutex,
0.05555555555555555,1,	first public release date:* ->! database:advance server,mutex,
